2026|01|AL|001|Autauga                       |0088|Pasture,Rangeland,Forage      |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|1|1|181.9884000000|.0000000000|51224.0000000000|5051.0000000000|2475.0000000000|2576.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|4303.0000000000|.85
2026|01|AL|001|Autauga                       |9999|All Other Crops               |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|1|1|27.5000000000|.0000000000|4693.0000000000|464.0000000000|227.0000000000|237.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|333.0000000000|.72
2026|01|AL|003|Baldwin                       |0088|Pasture,Rangeland,Forage      |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|48|48|1633.9329000000|.0000000000|449560.0000000000|69369.0000000000|35234.0000000000|34135.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|283917.0000000000|4.09
2026|01|AL|005|Barbour                       |0088|Pasture,Rangeland,Forage      |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|14|14|817.2662000000|.0000000000|198324.0000000000|25629.0000000000|12558.0000000000|13071.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|41494.0000000000|1.62
2026|01|AL|007|Bibb                          |9999|All Other Crops               |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|6|6|85.5682000000|.0000000000|30381.0000000000|3145.0000000000|1729.0000000000|1416.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|2590.0000000000|.82
2026|01|AL|009|Blount                        |9999|All Other Crops               |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|2|2|121.0682000000|.0000000000|28035.0000000000|2742.0000000000|2212.0000000000|530.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|1500.0000000000|.55
2026|01|AL|011|Bullock                       |0088|Pasture,Rangeland,Forage      |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|7|7|521.2432000000|.0000000000|179103.0000000000|21269.0000000000|10423.0000000000|10846.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|16155.0000000000|.76
2026|01|AL|013|Butler                        |0088|Pasture,Rangeland,Forage      |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|30|30|1020.4378000000|.0000000000|342471.0000000000|40094.0000000000|19776.0000000000|20318.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|99724.0000000000|2.49
2026|01|AL|015|Calhoun                       |9999|All Other Crops               |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|2|2|20.3840000000|.0000000000|2428.0000000000|222.0000000000|109.0000000000|113.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|21.0000000000|.09
2026|01|AL|017|Chambers                      |0088|Pasture,Rangeland,Forage      |13|RI        |A|FL|55|ARPI/SCO/ECO/STAX/MP/PACE/MCO Crops Only|05|MAY|2026|12|12|1065.5153000000|.0000000000|178626.0000000000|18257.0000000000|8945.0000000000|9312.0000000000|.0000000000|.0000000000|.0000000000|.0000000000|32907.0000000000|1.80
